x,y,v_max_ms
2.1598750880004216,-1.727181253356664,88.8
2.187351620067174,-0.7372977250637622,88.8
2.214669258103894,0.25259012317619745,88.8
2.241826568295929,1.2424822913466655,88.8
2.2688221168286256,2.232378779431093,88.8
2.2956544698873307,3.2222795874129306,88.8
2.3223232008131287,4.212184869756375,88.8
2.3488315384690823,5.20209465555185,88.8
2.375183477679909,6.192008694674985,88.8
2.401383012725501,7.181926736455431,88.8
2.4274341378857502,8.171848530222835,88.8
2.453336651116855,9.161774165591343,88.8
2.4790889423740197,10.151703890538949,88.8
2.504695844948825,11.141637459774692,88.8
2.5301622469634437,12.131574623687088,88.8
2.555493036540047,13.121515132664653,88.8
2.5806879152484767,14.111459042093712,88.8
2.605743383647195,15.101406632726535,88.8
2.6306653627753187,16.09135765919342,88.8
2.6554599450440275,17.081311866298357,88.8
2.6801332228645007,18.07126899884535,88.8
2.7046852919993483,19.061229074780375,88.8
2.7291103070666436,20.051192407623653,88.8
2.7534149886219814,21.041158759619353,88.8
2.777606452539701,22.03112787532325,88.8
2.8016918146941445,23.02109949929111,88.8
2.825671755338452,24.011073616740937,88.8
2.84953802611461,25.001050566543707,88.8
2.8732981028475226,25.991030118264952,88.8
2.896960217189579,26.981012013622976,88.8
2.920532600793167,27.9709959943361,88.8
2.944016900382197,28.96098201221892,88.8
2.967402399838629,29.950970427822227,88.8
2.990696972680313,30.940961023664002,88.8
3.0139097705607325,31.93095354194398,88.8
3.0370499451333717,32.9209477248619,88.8
3.060120262986529,33.91094349461778,88.8
3.0831078101542313,34.90094122591329,88.8
3.106020572508221,35.89094071651967,88.8
3.128868497223885,36.88094170940627,88.8
3.1516615314766105,37.87094394754242,88.8
3.1744036976902774,38.860947325824036,88.8
3.1970802488927106,39.850952227644676,88.8
3.2196989303319405,40.84095846898347,88.8
3.242270285773278,41.83096579452691,88.8
3.2648048589820333,42.820973948961495,88.8
3.2873080064997566,43.81098280140442,88.8
3.3097639111016908,44.80099273317148,88.8
3.332179491412123,45.79100358633666,88.8
3.354565362009024,46.78101511469283,88.8
3.376932137470364,47.77102707203285,88.8
3.3992861388908757,48.761039310972876,88.8
3.4216112854971197,49.751052201860894,88.8
3.443913545068673,50.74106561088526,88.8
3.466203486290689,51.731079298580276,88.8
3.4884916778483213,52.72109302548026,88.8
3.510785332968459,53.71110662802876,88.8
3.5330689589666875,54.7011204566307,88.8
3.555347107127978,55.691134408756824,88.8
3.577629720459228,56.68114825994748,88.8
3.599926741967336,57.67116178574302,88.8
3.6222456787554473,58.66117481712706,88.8
3.644572482539472,59.65118767461228,88.8
3.6669103262628826,60.64120028465219,88.8
3.6892683313862453,61.631212438096036,88.8
3.711655619370124,62.621223925793096,88.8
3.734079664689198,63.61123457720184,88.8
3.7565284128092515,64.60124467744845,88.8
3.779003662642326,65.5912541823985,88.8
3.8015134421332055,66.58126290137135,88.8
3.8240657792266735,67.57127064368639,88.8
3.8466677004746526,68.56127724346686,88.8
3.8693097116641466,69.55128294104253,88.8
3.891992326333625,70.54128772190779,88.8
3.9147221054260033,71.53129142084575,88.8
3.9375056098841954,72.52129387263949,88.8
3.960348877918745,73.51129492622357,88.8
3.9832452897325137,74.50129476941291,88.8
4.006194425246223,75.49129341252018,88.8
4.029201169864984,76.48129072077776,88.8
4.052270408993911,77.47128655941819,88.8
4.075406807767548,78.46128080056141,88.8
4.098606498998419,79.45127357835725,88.8
4.121868610188707,80.44126491997996,88.8
4.145196345556412,81.4312547228783,88.8
4.168592909319535,82.4212428845011,88.8
4.192061438846004,83.41122930499161,88.8
4.215600266380018,84.40121407200174,88.8
4.239208576952242,85.39119721979273,88.8
4.262888155589004,86.38117867423166,88.8
4.286640787316629,87.37115836118564,88.8
4.3104682482559165,88.3611362072162,88.8
4.334370578131924,89.35111225910332,88.8
4.358347297381049,90.34108655255034,88.8
4.382398807028989,91.33105904372302,88.8
4.406525508101449,92.32102968878706,88.8
4.430727802379799,93.3109984439672,88.8
4.455006678699083,94.30096532823683,88.8
4.479362410666452,95.29093036817683,88.8
4.503794461511745,96.28089354195694,88.8
4.528302294464792,97.27085482774686,88.8
4.55288537275543,98.26081420371631,88.8
4.577544827794601,99.25077167775112,88.8
4.602281691871354,100.24072726566988,88.8
4.627095088189731,101.2306809543998,88.8
4.651984139365649,102.22063273085844,88.8
4.6769479680150265,103.21058258196332,88.8
4.701987553156268,104.20053051149127,88.8
4.727104358862021,105.19047653063807,88.8
4.752297398450006,106.18042063017386,88.8
4.777565674988578,107.17036280077954,88.8
4.802908191546087,108.160303033136,88.8
4.828325514926103,109.15024133428322,88.8
4.85381928201403,110.14017771586087,88.8
4.879388849591248,111.13011216108646,88.8
4.905033546383565,112.12004465285737,88.8
4.930752701116787,113.109975174071,88.8
4.956546549121566,114.09990373420594,88.8
4.982416401314355,115.0898303578879,88.8
5.008362148265169,116.07975501526064,88.8
5.034383644946619,117.06967767528234,88.8
5.060480746331315,118.0595983069112,88.8
5.086653654772323,119.04951691504962,88.8
5.112903167205134,120.03943354308652,88.8
5.13922949164507,121.02934815320236,88.8
5.1656328108784795,122.01926070461236,88.8
5.1921133076917165,123.00917115653172,88.8
5.218671127874775,123.99907951015346,88.8
5.245306589446245,124.9889858278357,88.8
5.272020331112058,125.9788900603561,88.8
5.298813002437875,126.96879215249301,88.8
5.32568525298935,127.95869204902493,88.8
5.352637456909797,128.94858973967834,88.8
5.379669470778511,129.93848530657328,88.8
5.406782023280607,130.9283786981774,88.8
5.433975907636355,131.9182698527182,88.8
5.46125191706602,132.90815870842306,88.8
5.488610576533922,133.8980452450496,88.8
5.51605166461789,134.88792955467466,88.8
5.543575846113657,135.87781158825564,88.8
5.5711838794318025,136.8676912820876,88.8
5.5988765229829065,137.85756857246565,88.8
5.6266544125134015,138.84744342973104,88.8
5.65451761932996,139.8373159450645,88.8
5.682466510259388,140.82718607961513,88.8
5.710501507943794,141.8170537764658,88.8
5.738623035025291,142.80691897869931,88.8
5.766831609087612,143.79678165341429,88.8
5.795127972757544,144.78664187816432,88.8
5.823512147803706,145.77649962727043,88.8
5.851984060875234,146.76635485613488,88.8
5.880543638621259,147.75620752016002,88.8
5.909191142231097,148.74605758749857,88.8
