x,y,v_max_ms
0.7349893551361336,-0.6008198171551025,88.8
0.9411369445038485,-1.5736576845529722,88.8
1.1472533071694362,-2.546502165313629,88.8
1.353338435596672,-3.519353259461393,88.8
1.5593923222493316,-4.4922109670205845,88.8
1.7654149595911903,-5.465075288015525,88.8
1.9715229112925885,-6.437921785569027,88.8
2.1777270080166145,-7.4107481927000185,88.8
2.3838455303028696,-8.383592609544168,88.8
2.589696657568249,-9.356493157436415,88.8
2.7950985692296477,-10.329487957711695,88.8
3.0002036541744035,-11.302546753616037,88.8
3.205177125072219,-12.275635500692815,88.8
3.4097415709001,-13.248810038577663,88.8
3.6136185421074467,-14.222126418564045,88.8
3.816529589143663,-15.195640691945432,88.8
4.018606877458529,-16.169331027990253,88.8
4.2201168513800775,-17.143146638975487,88.8
4.420771016912058,-18.11713982051637,88.8
4.620277911787486,-19.091363425449735,84.44492632008965
4.8183460737393755,-20.06587030661238,86.69668791866269
5.015102485228451,-21.04064545141987,88.8
5.210863688416272,-22.015637935415494,85.44597241740368
5.405324054859449,-22.99089429225844,76.86569244393245
5.598172195513079,-23.96646197411494,72.48402165771977
5.789096721332267,-24.942388433151237,74.13123645967379
5.978224662059601,-25.91866522492394,77.31080445360706
6.165940876096967,-26.895244537812726,73.8766045595767
6.351915130473884,-27.872165100682427,67.69823916107406
6.535807122933639,-28.849466894212636,64.3761010147971
6.717276551219517,-29.827189899082953,65.77695074300969
6.896454792175649,-30.805331568382954,68.59826226262652
7.073819931311964,-31.783850642484225,66.12879061210539
7.249008237414039,-32.76277609600442,61.15370003834765
7.421639312080486,-33.74213835180066,58.33347000589597
7.591332756909923,-34.721967832730094,59.46329736322376
7.758204348301473,-35.70226993417546,62.140586146779846
7.9228415614618815,-36.68301605548499,60.62109960123389
8.084884527837682,-37.66421711606616,56.718636797287175
8.24394795758913,-38.64588521223554,54.249795244471564
8.399646560876487,-39.628032440309745,54.798451837145926
8.552008785600124,-40.6106761720035,57.1747737759826
8.701638251657128,-41.59381857225498,57.34138359526184
8.848361937755135,-42.57743242295233,55.59447384580605
8.991977982935722,-43.56148981879209,54.4766970305329
9.132284526240477,-44.54596285447088,55.328000582403
9.269350606728564,-45.53085387505067,57.3352663064587
9.403647440422745,-46.516203218411974,57.528000149392525
9.535050364807491,-47.50197828291658,56.20790435726321
9.663407170162436,-48.488143258030355,55.402931647978114
9.788565646767218,-49.47466233321917,56.45469818169931
9.910606388065972,-50.46153022899001,58.56486929049243
10.029992524957882,-51.448794174250246,58.669782746140584
10.146592373585005,-52.43642571598371,57.145921524545805
10.260240178219952,-53.42439199289311,56.161897423444664
